file,final_class,final_confidence_percent,detection_quality_flag,ai_label,ai_confidence_percent,orbital_period_days,transit_duration_days,transit_duration_hours,transit_depth_fraction,transit_depth_percent,duration_fraction,snr,number_of_transits,secondary_depth,odd_even_difference,periodicity_score,shape_score,snr_score,binary_rejection_score,noise_score,transit_reliability_score,adversarial_robustness_percent,adversarial_recovered,adversarial_trials,votes,plot_file,interpretation
lightcurvefilesector102\tess2026086090000-s0102-0000000007439481-0304-s_lc.fits,Noise / Artifact,28.311753209919083,F,Noise / Instrumental Artifact,45.0,1.2555485850016481,0.044,1.056,0.04072103682455208,4.072103682455208,0.0350444423462452,1.8874502139946054,18,0.001230752316743855,0.0013898972258267403,100.0,24.478007685698376,18.874502139946053,97.37935045742941,11.561809183673462,54.88064343416578,0.0,0,100,"{'Planetary Transit Candidate': 0, 'Eclipsing Binary': 0, 'Noise / Artifact': 5, 'Uncertain': 0}",astra_outputs\tess2026086090000-s0102-0000000007439481-0304-s_lc_astra_plot.png,"The strongest dip-like pattern detected in this light curve is not strong enough to be considered a reliable planetary transit. The signal has low SNR and/or failed robustness validation. The period, depth, and duration reported above represent the best-fitting BLS signal, not a confirmed planet."
lightcurvefilesector102\tess2026086090000-s0102-0000000030067072-0304-s_lc.fits,Noise / Artifact,13.860368585528798,F,Noise / Instrumental Artifact,45.0,0.40509453361068076,0.24,5.76,0.0011258812651708762,0.11258812651708762,0.5924543040875833,0.9240245723685866,59,0.00037915478055183804,1.8770406596892207e-06,100.0,95.61663150833199,9.240245723685867,99.61896817878848,88.52852394145158,79.17444767337899,0.0,0,100,"{'Planetary Transit Candidate': 0, 'Eclipsing Binary': 0, 'Noise / Artifact': 5, 'Uncertain': 0}",astra_outputs\tess2026086090000-s0102-0000000030067072-0304-s_lc_astra_plot.png,"The strongest dip-like pattern detected in this light curve is not strong enough to be considered a reliable planetary transit. The signal has low SNR and/or failed robustness validation. The period, depth, and duration reported above represent the best-fitting BLS signal, not a confirmed planet."
